year,quarter,market,dur_stay,mode,purpose,area,Visits (000s),Spend (£m),Nights (000s),sample
2017,July-September,Italy,4-7  nights,Sea,Holiday, LONDON,1.05345428,0.385685116,6.968278408,1
2017,July-September,Italy,4-7  nights,Tunnel,Holiday, LONDON,1.395197988,1.217753172,9.228808403,1
2017,July-September,Italy,8-14 nights,Air,Holiday, LONDON,17.33190304,5.892215118,105.1514962,11
2017,July-September,Italy,8-14 nights,Air,Business, LONDON,7.593951046,12.17898756,81.20898914,4
2017,July-September,Italy,8-14 nights,Air,VFR, LONDON,13.1673246,2.683681485,112.1591039,8
2017,July-September,Italy,8-14 nights,Air,Study, LONDON,5.06044817,5.981511116,69.69101334,3
2017,July-September,Italy,8-14 nights,Sea,VFR, LONDON,1.960801959,0.533094473,11.76481235,2
2017,July-September,Italy,8-14 nights,Tunnel,Holiday, LONDON,1.25444746,0.301759928,3.556194305,1
2017,July-September,Italy,15+  nights,Air,Holiday, LONDON,6.473938227,2.974492371,74.42831898,4
2017,July-September,Italy,15+  nights,Air,Business, LONDON,0.625086665,0.295363963,26.04724312,1
2017,July-September,Italy,15+  nights,Air,VFR, LONDON,15.13367069,4.630522013,387.5228977,6
2017,July-September,Italy,15+  nights,Air,Study, LONDON,5.959897518,8.772089481,142.2626419,2
2017,July-September,Italy,15+  nights,Air,Miscellaneous, LONDON,1.65944767,4.241380692,115.7927856,1
2017,July-September,Italy,15+  nights,Sea,Holiday, LONDON,1.05345428,0.205698729,19.90936661,1
2017,July-September,Italy,15+  nights,Tunnel,Business, LONDON,1.298446059,2.596892118,45.44561005,1
2017,July-September,Netherlands,1-3  nights,Air,Holiday, LONDON,43.49068505,18.16163886,103.290796,31
2017,July-September,Netherlands,1-3  nights,Air,Business, LONDON,29.73902768,9.299872117,52.1923551,28
2017,July-September,Netherlands,1-3  nights,Air,VFR, LONDON,14.05297133,3.251046561,24.5109213,14
2017,July-September,Netherlands,1-3  nights,Air,Miscellaneous, LONDON,4.794273019,1.618507784,12.09799659,4
2017,July-September,Netherlands,1-3  nights,Sea,Holiday, LONDON,2.617785811,0.561955884,6.520284951,3
2017,July-September,Netherlands,1-3  nights,Sea,VFR, LONDON,5.409255147,0.628129613,11.7262882,5
2017,July-September,Netherlands,1-3  nights,Tunnel,Holiday, LONDON,8.910919905,2.188870147,18.99997902,8
2017,July-September,Netherlands,1-3  nights,Tunnel,Business, LONDON,6.060487032,0.138210341,6.060487032,4
2017,July-September,Netherlands,1-3  nights,Tunnel,VFR, LONDON,1.787418008,0.210103884,3.574836016,2
2017,July-September,Netherlands,4-7  nights,Air,Holiday, LONDON,13.99292105,6.089848667,52.68282926,14
2017,July-September,Netherlands,4-7  nights,Air,Business, LONDON,2.832540631,2.558082044,13.26751614,4
2017,July-September,Netherlands,4-7  nights,Air,VFR, LONDON,12.1808483,4.439482171,71.31582308,7
2017,July-September,Netherlands,4-7  nights,Air,Study, LONDON,5.87383604,4.511106014,35.24301529,1
2017,July-September,Netherlands,4-7  nights,Air,Miscellaneous, LONDON,1.192296028,0.530571699,4.769184113,1
2017,July-September,Netherlands,4-7  nights,Sea,Holiday, LONDON,4.445490241,1.400369927,15.11322564,5
2017,July-September,Netherlands,4-7  nights,Sea,VFR, LONDON,1.555178046,0.431815803,8.162911892,2
2017,July-September,Netherlands,4-7  nights,Tunnel,Holiday, LONDON,3.353819609,0.910048455,19.23430824,4
2017,July-September,Netherlands,4-7  nights,Tunnel,VFR, LONDON,1.201828957,0.425374568,2.403657913,1
2017,July-September,Netherlands,8-14 nights,Air,Holiday, LONDON,1.261034727,0.670455515,6.340875149,1
2017,July-September,Netherlands,8-14 nights,Air,Business, LONDON,0.563063264,0.316644341,5.164163113,1
2017,July-September,Netherlands,8-14 nights,Air,VFR, LONDON,11.45807689,6.102161407,109.5002379,8
2017,July-September,Netherlands,8-14 nights,Sea,Holiday, LONDON,1.047670007,0.291368723,3.14103055,1
2017,July-September,Netherlands,8-14 nights,Sea,VFR, LONDON,4.98481822,0.761625528,38.41335702,4
2017,July-September,Netherlands,15+  nights,Air,Holiday, LONDON,1.103098035,1.869751096,22.06196022,1
2017,July-September,Netherlands,15+  nights,Air,Study, LONDON,2.477804899,2.514971972,76.81195831,1
2017,July-September,Netherlands,15+  nights,Sea,Holiday, LONDON,3.311640859,0.697037607,22.28111732,4
2017,July-September,Denmark,1-3  nights,Air,Holiday, LONDON,17.9276967,8.703631729,48.8965596,11
2017,July-September,Denmark,1-3  nights,Air,Business, LONDON,7.448393106,3.565964669,13.57687223,7
2017,July-September,Denmark,1-3  nights,Air,VFR, LONDON,4.747082412,1.872249323,10.33321404,4
2017,July-September,Denmark,1-3  nights,Air,Miscellaneous, LONDON,5.756380022,2.466120419,8.432870805,5
2017,July-September,Denmark,1-3  nights,Sea,Business, LONDON,0.98040098,0.065686867,0.98040098,1
2017,July-September,Denmark,1-3  nights,Tunnel,Holiday, LONDON,0.76246202,0.170029029,1.52492404,1
2017,July-September,Denmark,4-7  nights,Air,Holiday, LONDON,18.59483927,18.36534949,91.61540461,15
2017,July-September,Denmark,4-7  nights,Air,Business, LONDON,1.54506433,1.929241836,10.03541756,2
2017,July-September,Denmark,4-7  nights,Air,VFR, LONDON,7.261894941,4.268290699,29.51683044,4
2017,July-September,Denmark,4-7  nights,Sea,Holiday, LONDON,0.379135996,0.090953238,0.379135996,1
2017,July-September,Denmark,8-14 nights,Air,Holiday, LONDON,1.746039152,0.820108473,14.47288418,2
2017,July-September,Denmark,8-14 nights,Air,VFR, LONDON,1.44812119,0.230826989,6.87818718,1
2017,July-September,Denmark,8-14 nights,Sea,Holiday, LONDON,0.98040098,0.424078882,4.902005196,1
2017,July-September,Denmark,15+  nights,Air,VFR, LONDON,1.875439405,1.864087343,37.41290665,1
2017,July-September,Denmark,15+  nights,Air,Study, LONDON,1.841572046,5.736496925,58.93030548,1
2017,July-September,Greece,1-3  nights,Air,Holiday, LONDON,1.43325603,1.500795007,2.86651206,1
2017,July-September,Greece,1-3  nights,Air,Business, LONDON,1.43325603,0.180590257,4.299767971,1
2017,July-September,Greece,1-3  nights,Air,VFR, LONDON,1.921726048,5.826031685,6.536436319,2
2017,July-September,Greece,1-3  nights,Air,Miscellaneous, LONDON,1.264147282,1.104812503,1.080842018,1
2017,July-September,Greece,4-7  nights,Air,Holiday, LONDON,1.702802002,1.457699239,7.842435122,2
2017,July-September,Greece,4-7  nights,Air,Business, LONDON,1.71635896,6.623481452,9.366203785,2
2017,July-September,Greece,4-7  nights,Air,VFR, LONDON,1.120545745,1.055839896,7.884774685,1
2017,July-September,Greece,4-7  nights,Sea,Business, LONDON,1.100800991,0.220160201,5.504004955,1
2017,July-September,Greece,8-14 nights,Air,Holiday, LONDON,3.48368597,2.210185915,35.00030613,3
2017,July-September,Greece,8-14 nights,Sea,Holiday, LONDON,0.379135996,0.059726201,0.758271992,1
2017,July-September,Spain,1-3  nights,Air,Holiday, LONDON,48.24013895,18.10027762,112.496959,26
2017,July-September,Spain,1-3  nights,Air,Business, LONDON,25.16885859,14.63163689,57.51965499,16
2017,July-September,Spain,1-3  nights,Air,VFR, LONDON,31.90631288,9.208990622,91.75908041,14
2017,July-September,Spain,1-3  nights,Air,Miscellaneous, LONDON,6.762369156,1.847455623,9.521743059,4
2017,July-September,Spain,1-3  nights,Sea,Business, LONDON,0.98040098,0,0.98040098,1
2017,July-September,Spain,1-3  nights,Sea,VFR, LONDON,2.909964085,1.731428623,8.729891777,1
2017,July-September,Spain,1-3  nights,Tunnel,Holiday, LONDON,1.914431036,0.139505256,2.530416012,2
2017,July-September,Spain,1-3  nights,Tunnel,VFR, LONDON,0.615984976,0.072686233,1.231969953,1
2017,July-September,Spain,4-7  nights,Air,Holiday, LONDON,113.1961039,61.0948537,589.4992654,56
2017,July-September,Spain,4-7  nights,Air,Business, LONDON,5.294522822,11.42963177,24.48636341,4
2017,July-September,Spain,4-7  nights,Air,VFR, LONDON,16.43498534,4.266119674,98.9640367,12
2017,July-September,Spain,4-7  nights,Air,Miscellaneous, LONDON,1.514725685,0.773128927,5.972112179,1
2017,July-September,Spain,4-7  nights,Sea,Holiday, LONDON,0.450913996,0.061153051,0.901827991,1
2017,July-September,Spain,4-7  nights,Tunnel,VFR, LONDON,1.298446059,0.910210669,7.790676117,1
2017,July-September,Spain,8-14 nights,Air,Holiday, LONDON,20.78217924,11.28236997,151.4017634,10
2017,July-September,Spain,8-14 nights,Air,VFR, LONDON,12.76225519,5.636074793,182.9139528,6
2017,July-September,Spain,8-14 nights,Air,Study, LONDON,3.795065999,2.054901719,50.35466671,4
2017,July-September,Spain,15+  nights,Air,Holiday, LONDON,5.297018051,2.286577981,44.33773804,3
2017,July-September,Spain,15+  nights,Air,Business, LONDON,1.718352139,1.03774476,26.38401699,2
2017,July-September,Spain,15+  nights,Air,VFR, LONDON,5.933177412,2.229415225,106.8156874,5
2017,July-September,Spain,15+  nights,Air,Study, LONDON,3.879577994,6.753092766,89.44044304,2
2017,July-September,Spain,15+  nights,Sea,Holiday, LONDON,1.100800991,0.527060509,7.705606937,1
2017,July-September,Portugal,1-3  nights,Air,Holiday, LONDON,13.02098382,5.532304168,33.56479418,7
2017,July-September,Portugal,1-3  nights,Air,Business, LONDON,6.199062049,1.745342866,12.14603317,3
2017,July-September,Portugal,1-3  nights,Air,Miscellaneous, LONDON,2.124366045,0.210761495,2.82894206,2
2017,July-September,Portugal,1-3  nights,Sea,Business, LONDON,0.925934017,0.05555604,0.925934017,1
2017,July-September,Portugal,1-3  nights,Tunnel,Holiday, LONDON,1.10253799,0.441015214,3.307614088,1
2017,July-September,Portugal,4-7  nights,Air,Holiday, LONDON,22.48215389,8.685659379,100.2066221,13
2017,July-September,Portugal,4-7  nights,Air,VFR, LONDON,8.60437429,2.449655451,45.84704566,6
2017,July-September,Portugal,4-7  nights,Air,Miscellaneous, LONDON,2.724224091,2.762842894,5.448448181,1
2017,July-September,Portugal,4-7  nights,Sea,Holiday, LONDON,0.925934017,0.413892508,4.629670143,1
2017,July-September,Portugal,8-14 nights,Air,Holiday, LONDON,1.31257689,0.74088335,9.968795776,1
2017,July-September,Portugal,8-14 nights,Air,VFR, LONDON,1.782363057,1.049064755,21.44743729,1
2017,July-September,Portugal,15+  nights,Air,Holiday, LONDON,3.510722041,1.226890415,101.9342079,2
2017,July-September,Portugal,15+  nights,Air,VFR, LONDON,0.675052345,0.542386532,14.99631691,1
2017,July-September,Portugal,15+  nights,Air,Study, LONDON,2.112118959,8.08529529,76.04271889,2
2017,July-September,Austria,1-3  nights,Air,Holiday, LONDON,3.817932606,2.04673931,10.12559295,4
2017,July-September,Austria,1-3  nights,Air,Business, LONDON,3.796322584,0.929231465,7.989182234,5
2017,July-September,Austria,1-3  nights,Air,VFR, LONDON,0.979410648,0.212474629,1.979456663,1
2017,July-September,Austria,1-3  nights,Air,Miscellaneous, LONDON,1.48390311,0.506219588,2.489263773,2
2017,July-September,Austria,1-3  nights,Sea,Business, LONDON,1.851868033,0.074074723,3.703736067,1
2017,July-September,Austria,4-7  nights,Air,Holiday, LONDON,14.07202077,9.838949382,69.25032163,14
2017,July-September,Austria,4-7  nights,Air,Business, LONDON,1.170184791,1.286734045,4.730049133,2
2017,July-September,Austria,4-7  nights,Air,VFR, LONDON,2.64326638,1.528311193,18.18844962,3
2017,July-September,Austria,4-7  nights,Air,Miscellaneous, LONDON,0.888183773,0.489327133,3.5901618,1
2017,July-September,Austria,8-14 nights,Air,Holiday, LONDON,2.595708251,1.295101404,15.24896717,2
2017,July-September,Austria,8-14 nights,Tunnel,Holiday, LONDON,1.139267206,0.090815768,2.231361151,1
2017,July-September,Austria,15+  nights,Air,Holiday, LONDON,4.113372147,1.815154269,45.32210875,4
2017,July-September,Sweden,1-3  nights,Air,Holiday, LONDON,32.80056256,15.36866514,85.9351145,16
2017,July-September,Sweden,1-3  nights,Air,Business, LONDON,9.760069191,3.950404197,14.24132222,8
2017,July-September,Sweden,1-3  nights,Air,VFR, LONDON,7.043433011,1.984563828,18.67223358,7
2017,July-September,Sweden,1-3  nights,Air,Miscellaneous, LONDON,4.329698741,3.199791949,15.99510598,4
2017,July-September,Sweden,1-3  nights,Sea,Holiday, LONDON,1.019260049,0.0101926,1.019260049,1
2017,July-September,Sweden,4-7  nights,Air,Holiday, LONDON,36.14094609,19.862735,163.7609465,21
2017,July-September,Sweden,4-7  nights,Air,Business, LONDON,2.11987704,1.948909491,3.284914076,2
2017,July-September,Sweden,4-7  nights,Air,VFR, LONDON,7.694291115,2.429390904,38.09345573,7
2017,July-September,Sweden,4-7  nights,Air,Miscellaneous, LONDON,2.952024817,2.013382971,22.85353184,2
2017,July-September,Sweden,8-14 nights,Air,Holiday, LONDON,3.486610174,0.902118757,19.63657331,3
2017,July-September,Sweden,8-14 nights,Air,VFR, LONDON,0.64017117,0.009586141,6.980136871,1
2017,July-September,Sweden,15+  nights,Air,Holiday, LONDON,1.375092864,0.823896527,25.7075386,1
2017,July-September,Sweden,15+  nights,Air,VFR, LONDON,3.009088099,2.762943011,64.61409998,3
2017,July-September,Sweden,15+  nights,Air,Study, LONDON,0.61697799,2.742420673,8.637692451,1
2017,July-September,Finland,1-3  nights,Air,Holiday, LONDON,7.517892122,2.672397397,20.76375276,9
2017,July-September,Finland,1-3  nights,Air,Business, LONDON,4.088313997,1.886121742,6.053453952,8
2017,July-September,Finland,1-3  nights,Air,VFR, LONDON,2.260173798,1.093146801,5.148236632,2
2017,July-September,Finland,1-3  nights,Air,Miscellaneous, LONDON,0.491284996,0.105626278,0.491284996,1
2017,July-September,Finland,1-3  nights,Sea,Miscellaneous, LONDON,1.094323039,0.240751058,1.094323039,1
2017,July-September,Finland,4-7  nights,Air,Holiday, LONDON,15.73353231,10.42380595,68.3460288,13
2017,July-September,Finland,4-7  nights,Air,VFR, LONDON,5.5681566,2.111162532,29.25585985,6
2017,July-September,Finland,4-7  nights,Air,Miscellaneous, LONDON,0.491284996,0.140016228,2.456424952,1
2017,July-September,Finland,8-14 nights,Air,Holiday, LONDON,4.762582093,1.069613904,42.37971807,5
2017,July-September,Finland,8-14 nights,Air,Business, LONDON,2.639408112,0.839427054,10.55763245,1
2017,July-September,Finland,8-14 nights,Air,VFR, LONDON,1.604406416,1.314170457,17.34845614,3
2017,July-September,Finland,15+  nights,Air,Business, LONDON,0.491284996,0.400397271,10.80827045,1
2017,July-September,Irish Republic,1-3  nights,Air,Holiday, LONDON,27.35180533,9.20373524,59.88315153,18
2017,July-September,Irish Republic,1-3  nights,Air,Business, LONDON,16.0221746,3.031571407,26.23359239,8
2017,July-September,Irish Republic,1-3  nights,Air,VFR, LONDON,67.71640533,17.8573777,154.8224378,45
2017,July-September,Irish Republic,1-3  nights,Air,Miscellaneous, LONDON,8.472282827,3.563065946,18.35610282,8
2017,July-September,Irish Republic,1-3  nights,Sea,Business, LONDON,2.694411039,1.349899888,8.08323288,1
2017,July-September,Irish Republic,1-3  nights,Sea,VFR, LONDON,2.790754318,0.669033527,8.179784775,1
2017,July-September,Irish Republic,1-3  nights,Sea,Miscellaneous, LONDON,2.762347221,0.188907877,2.741054773,1
2017,July-September,Irish Republic,1-3  nights,Tunnel,Miscellaneous, LONDON,2.464263201,0.350286864,2.445268393,2
2017,July-September,Irish Republic,4-7  nights,Air,Holiday, LONDON,5.294294894,2.604723424,23.07543373,4
2017,July-September,Irish Republic,4-7  nights,Air,Business, LONDON,0.89606142,0.381979316,3.641802311,1
2017,July-September,Irish Republic,4-7  nights,Air,VFR, LONDON,24.7960819,12.9157088,125.0569293,17
2017,July-September,Irish Republic,4-7  nights,Sea,Holiday, LONDON,5.29397893,1.047815647,23.870327,2
2017,July-September,Irish Republic,4-7  nights,Sea,VFR, LONDON,6.521745741,2.117346257,24.56862283,3
2017,July-September,Irish Republic,4-7  nights,Sea,Miscellaneous, LONDON,2.665112972,26.10460091,13.22284985,1
2017,July-September,Irish Republic,8-14 nights,Air,Holiday, LONDON,1.093343496,0.669060528,11.42446709,1
2017,July-September,Irish Republic,8-14 nights,Air,Business, LONDON,3.234683037,0.382105738,39.43951797,1
2017,July-September,Irish Republic,8-14 nights,Air,VFR, LONDON,3.882958412,2.740445942,42.32585621,3
2017,July-September,Irish Republic,8-14 nights,Sea,Holiday, LONDON,9.935547113,0.734783873,19.87109399,3
2017,July-September,Irish Republic,15+  nights,Air,Holiday, LONDON,2.525939345,1.919938952,58.8322525,2
2017,July-September,Irish Republic,15+  nights,Air,Business, LONDON,1.381656289,0.447058737,29.48070908,1
2017,July-September,Irish Republic,15+  nights,Air,VFR, LONDON,2.244861841,0.934846282,66.9225769,1
2017,July-September,Irish Republic,15+  nights,Sea,VFR, LONDON,2.790754318,0.709828258,43.6255188,1
2017,July-September,Turkey,1-3  nights,Air,Holiday, LONDON,1.600136042,0.183154762,3.137964249,1
2017,July-September,Turkey,1-3  nights,Air,Business, LONDON,5.81585896,2.17359215,14.23661679,4
2017,July-September,Turkey,1-3  nights,Air,Miscellaneous, LONDON,0.940993011,0.955107868,1.881986022,1
2017,July-September,Turkey,4-7  nights,Air,Holiday, LONDON,5.960547328,4.305478156,36.70601988,4
2017,July-September,Turkey,4-7  nights,Air,VFR, LONDON,1.492338777,0.266560197,9.9069767,1
2017,July-September,Turkey,4-7  nights,Tunnel,Business, LONDON,1.225394011,0.02450788,4.901576042,1
2017,July-September,Turkey,8-14 nights,Air,Holiday, LONDON,1.314492345,0.485049963,11.60009766,1
2017,July-September,Turkey,8-14 nights,Air,VFR, LONDON,1.846676826,1.165972531,14.01059484,2
2017,July-September,Turkey,15+  nights,Air,Holiday, LONDON,2.62898469,4.618449926,63.15608978,2
2017,July-September,Turkey,15+  nights,Air,VFR, LONDON,4.672725439,1.157910839,109.1799889,4
2017,July-September,Switzerland,1-3  nights,Air,Holiday, LONDON,25.30777526,11.10210185,60.28126627,12
2017,July-September,Switzerland,1-3  nights,Air,Business, LONDON,15.5098381,9.189870402,23.60862315,17
2017,July-September,Switzerland,1-3  nights,Air,VFR, LONDON,16.11983359,7.044760779,32.38279772,10
2017,July-September,Switzerland,1-3  nights,Air,Miscellaneous, LONDON,1.669631004,0.343148917,3.655697048,2
2017,July-September,Switzerland,1-3  nights,Tunnel,Business, LONDON,1.250136971,0.511306047,1.250136971,1
2017,July-September,Switzerland,1-3  nights,Tunnel,VFR, LONDON,1.250136971,0.250027388,1.250136971,1
2017,July-September,Switzerland,4-7  nights,Air,Holiday, LONDON,12.78425556,10.40279803,49.70450306,11
2017,July-September,Switzerland,4-7  nights,Air,Business, LONDON,3.385974944,2.701761187,17.57153249,5
2017,July-September,Switzerland,4-7  nights,Air,VFR, LONDON,13.69342598,3.761476567,56.43330681,10
2017,July-September,Switzerland,4-7  nights,Sea,Holiday, LONDON,3.732049108,1.05815129,13.89969826,2
2017,July-September,Switzerland,4-7  nights,Tunnel,Holiday, LONDON,1.250136971,0.626318634,5.000547886,1
2017,July-September,Switzerland,8-14 nights,Air,Holiday, LONDON,3.488978863,2.392421842,23.6680975,3
2017,July-September,Switzerland,8-14 nights,Air,VFR, LONDON,2.251085579,7.782919452,23.52563334,2
2017,July-September,Switzerland,8-14 nights,Tunnel,Holiday, LONDON,1.250136971,0.064472564,1.250136971,1
2017,July-September,Switzerland,15+  nights,Air,Holiday, LONDON,2.417300344,1.725123286,34.19273996,2
2017,July-September,Switzerland,15+  nights,Air,VFR, LONDON,0.756084621,0.692399263,14.43624878,1
2017,July-September,Switzerland,15+  nights,Sea,Holiday, LONDON,2.120060921,0.054331478,2.120060921,1
2017,July-September,Norway,1-3  nights,Air,Holiday, LONDON,15.70376992,8.41841343,43.15643656,11
2017,July-September,Norway,1-3  nights,Air,Business, LONDON,10.14244026,7.510724366,18.37519991,7
2017,July-September,Norway,1-3  nights,Air,VFR, LONDON,4.01599586,0.886999041,7.969749212,3
2017,July-September,Norway,1-3  nights,Air,Miscellaneous, LONDON,3.792838812,1.560851298,10.72091907,3
2017,July-September,Norway,4-7  nights,Air,Holiday, LONDON,17.63869578,11.59905133,78.60430717,10
2017,July-September,Norway,4-7  nights,Air,VFR, LONDON,10.38110179,3.083118856,48.3934232,7
2017,July-September,Norway,8-14 nights,Air,Holiday, LONDON,8.087355852,3.193116724,60.71112323,4
2017,July-September,Norway,8-14 nights,Air,Business, LONDON,0.564134002,0.003760757,1.692402005,1
2017,July-September,Iceland,1-3  nights,Air,VFR, LONDON,2.527360916,0.290646523,5.054721832,1
2017,July-September,Iceland,1-3  nights,Tunnel,Holiday, LONDON,1.225394011,1.225394011,2.450788021,1
2017,July-September,Iceland,1-3  nights,Tunnel,VFR, LONDON,1.225394011,0.183809102,2.450788021,1
2017,July-September,Iceland,4-7  nights,Air,Holiday, LONDON,2.692703962,5.425798416,10.77081585,1
2017,July-September,Iceland,4-7  nights,Air,Study, LONDON,0.973936975,1.475514531,6.817558765,1
2017,July-September,Iceland,8-14 nights,Air,Holiday, LONDON,0.973936975,0.404183865,7.7914958,1
2017,July-September,Czech Republic,1-3  nights,Air,Holiday, LONDON,4.599608123,1.286441877,13.21851528,4
2017,July-September,Czech Republic,1-3  nights,Air,Business, LONDON,4.93340975,1.593534023,11.37498528,5
2017,July-September,Czech Republic,1-3  nights,Air,VFR, LONDON,6.246295631,2.837308526,16.59207046,4
2017,July-September,Czech Republic,1-3  nights,Air,Miscellaneous, LONDON,3.648327589,0.731080964,9.106976748,2
2017,July-September,Czech Republic,1-3  nights,Sea,Business, LONDON,1.038454413,0,1.037683725,1
2017,July-September,Czech Republic,4-7  nights,Air,Holiday, LONDON,14.78851497,3.944712088,71.20990169,9
2017,July-September,Czech Republic,4-7  nights,Air,Business, LONDON,3.266238451,1.336814865,10.61742735,2
2017,July-September,Czech Republic,4-7  nights,Air,VFR, LONDON,3.029263735,1.078268271,10.35641539,3
2017,July-September,Czech Republic,4-7  nights,Air,Miscellaneous, LONDON,3.247567296,2.498913407,18.4146924,2
2017,July-September,Czech Republic,4-7  nights,Sea,Holiday, LONDON,1.038454413,0.094401009,1.037683725,1
2017,July-September,Czech Republic,4-7  nights,Sea,Business, LONDON,1.165984988,0,2.330239296,1
2017,July-September,Czech Republic,4-7  nights,Tunnel,Holiday, LONDON,1.236646175,0.185911179,4.942913055,1
2017,July-September,Czech Republic,8-14 nights,Air,VFR, LONDON,1.642739832,0.338266298,16.15986109,2
2017,July-September,Czech Republic,15+  nights,Air,Business, LONDON,0.6385234,0.179293469,18.03867912,1
2017,July-September,Poland,1-3  nights,Air,Holiday, LONDON,15.35328913,3.672991857,35.35390973,9
2017,July-September,Poland,1-3  nights,Air,Business, LONDON,8.563643813,3.719798505,12.30649447,7
2017,July-September,Poland,1-3  nights,Air,VFR, LONDON,9.219004273,1.723252118,26.00047779,4
2017,July-September,Poland,1-3  nights,Air,Miscellaneous, LONDON,5.436908722,1.105020722,9.088321567,4
2017,July-September,Poland,1-3  nights,Sea,Business, LONDON,18.41100228,0.205357945,25.987082,15
2017,July-September,Poland,1-3  nights,Tunnel,VFR, LONDON,0.807650089,0.016189076,0.807050645,1
2017,July-September,Poland,4-7  nights,Air,Holiday, LONDON,17.87177813,5.349545285,98.45972967,12
2017,July-September,Poland,4-7  nights,Air,Business, LONDON,1.53334403,0.257591635,5.905171394,1
2017,July-September,Poland,4-7  nights,Air,VFR, LONDON,14.64094436,3.767567024,70.12440395,9
2017,July-September,Poland,4-7  nights,Air,Miscellaneous, LONDON,1.459495187,1.802219987,6.935760975,1
2017,July-September,Poland,4-7  nights,Sea,Holiday, LONDON,1.165984988,0.116858892,8.155837059,1
2017,July-September,Poland,4-7  nights,Sea,VFR, LONDON,2.331969976,0.29214723,11.65119648,2
2017,July-September,Poland,4-7  nights,Tunnel,Holiday, LONDON,2.473292351,0.899810076,17.30019569,2
2017,July-September,Poland,4-7  nights,Tunnel,VFR, LONDON,1.236646175,0.185911179,6.178641319,1
2017,July-September,Poland,8-14 nights,Air,Holiday, LONDON,2.450915456,2.708725929,17.06062078,2
2017,July-September,Poland,8-14 nights,Air,Business, LONDON,0.816477537,0.233420461,2.358296394,1
2017,July-September,Poland,8-14 nights,Air,VFR, LONDON,10.05192173,1.524955016,103.4667788,6
2017,July-September,Poland,8-14 nights,Sea,Business, LONDON,2.105170012,0.421065062,29.26985741,1
2017,July-September,Poland,8-14 nights,Sea,VFR, LONDON,1.165984988,0,11.65119648,1
2017,July-September,Poland,8-14 nights,Tunnel,VFR, LONDON,2.044296265,0.349063285,23.65599251,2
2017,July-September,Poland,15+  nights,Air,Holiday, LONDON,1.13818419,2.36700654,24.06951904,1
2017,July-September,Poland,15+  nights,Air,Business, LONDON,1.499212265,0.590513885,88.04929352,1
2017,July-September,Poland,15+  nights,Air,VFR, LONDON,9.002757788,2.437637925,329.9970531,5
2017,July-September,Poland,15+  nights,Air,Study, LONDON,1.359676957,5.676651478,76.14191437,1
2017,July-September,Poland,15+  nights,Sea,Business, LONDON,2.105170012,1.325529695,66.90253448,1
2017,July-September,Poland,15+  nights,Tunnel,VFR, LONDON,2.044296265,0.164413471,51.54845619,2
2017,July-September,Serbia,4-7  nights,Air,Business, LONDON,0.554104984,0.39618507,2.770524979,1
2017,July-September,Serbia,4-7  nights,Air,VFR, LONDON,0.770590246,0.073173046,5.984454155,1
2017,July-September,Bulgaria,1-3  nights,Air,Holiday, LONDON,1.390632033,0.229454279,4.171895981,1
2017,July-September,Bulgaria,1-3  nights,Air,Business, LONDON,5.34689188,3.236849576,31.74423742,4
2017,July-September,Bulgaria,1-3  nights,Air,VFR, LONDON,1.586009502,0.210559055,4.515013218,1
2017,July-September,Bulgaria,1-3  nights,Sea,Business, LONDON,4.153818846,0.0985674,6.226103306,3
2017,July-September,Bulgaria,4-7  nights,Air,Holiday, LONDON,3.218008935,1.957421407,12.87203574,3
2017,July-September,Bulgaria,4-7  nights,Air,Business, LONDON,1.878520966,0.904823482,36.54938126,1
2017,July-September,Bulgaria,4-7  nights,Air,VFR, LONDON,1.71511519,0.268359721,6.510064125,1
2017,July-September,Bulgaria,4-7  nights,Sea,Business, LONDON,1.038454413,0.008723361,1.037683725,1
2017,July-September,Bulgaria,8-14 nights,Air,Holiday, LONDON,1.257326961,0.326905012,10.05861568,1
2017,July-September,Bulgaria,8-14 nights,Air,VFR, LONDON,3.340171695,0.568860427,36.52987289,2
2017,July-September,Bulgaria,15+  nights,Air,VFR, LONDON,0.781184673,0.011111817,31.13400459,1
2017,July-September,Bulgaria,15+  nights,Air,Study, LONDON,1.390632033,0.688362837,29.20327187,1
2017,July-September,Romania,1-3  nights,Air,Holiday, LONDON,2.315876722,0.603359312,6.8145051,2
2017,July-September,Romania,1-3  nights,Air,Business, LONDON,3.163958967,1.291276291,7.031272888,4
2017,July-September,Romania,1-3  nights,Air,VFR, LONDON,5.448012352,2.49269551,14.66156536,5
2017,July-September,Romania,1-3  nights,Air,Miscellaneous, LONDON,1.38231802,0.069675699,1.266366124,1
2017,July-September,Romania,1-3  nights,Sea,Holiday, LONDON,4.153817654,0.582833171,8.301469803,4
2017,July-September,Romania,1-3  nights,Sea,Business, LONDON,7.524242163,0.681170523,13.99963188,7
2017,July-September,Romania,1-3  nights,Tunnel,Holiday, LONDON,1.375070333,0.224637002,2.748099566,1
2017,July-September,Romania,1-3  nights,Tunnel,Business, LONDON,1.236646175,0.049576312,1.235728264,1
2017,July-September,Romania,1-3  nights,Tunnel,VFR, LONDON,0.807650089,0.141654402,0.807050645,1
2017,July-September,Romania,4-7  nights,Air,Holiday, LONDON,9.012561798,2.465816408,50.15956593,7
2017,July-September,Romania,4-7  nights,Air,Business, LONDON,4.436896086,10.22184534,27.19024563,5
2017,July-September,Romania,4-7  nights,Air,VFR, LONDON,9.914898396,3.002770662,41.03179145,7
